id,name,category,price,stock,description,indication,dosage,ingredients,benefits,side_effects,expiry,type,photo,is_active,tags
7584,Biogesic Paracetamol Isi 4 Tablet,Nyeri & Demam,5000.0,138,Paracetamol 500mg,Demam dan nyeri ringan; Gejala terkait: demam; nyeri,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Paracetamol 500mg,Demam dan nyeri ringan; demam; nyeri; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2028-03-15,Tablet,/static/medicines/Biogesic Paracetamol Isi 4 Tablet.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7585,Biogesic Sirup Rasa jeruk 60ml,Nyeri & Demam,20000.0,162,Paracetamol 120mg/5ml,Demam anak rasa jeruk; Gejala terkait: demam anak; jeruk,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Paracetamol 120mg/5ml,Demam anak rasa jeruk; demam anak; jeruk; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2028-03-15,Sirup,/static/medicines/Biogesic Sirup Rasa jeruk 60ml.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7586,Sumagesic Tablet 600mg,Nyeri & Demam,15000.0,176,Paracetamol 600mg,"Sakit kepala, sakit gigi, demam berat; Gejala terkait: demam tinggi; sakit kepala berat; sakit gigi",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Paracetamol 600mg,"Sakit kepala, sakit gigi, demam berat; demam tinggi; sakit kepala berat; sakit gigi; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Gangguan hati dosis tinggi,2027-06-30,Tablet,/static/medicines/Sumagesic Tablet 600mg.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7587,Proris Tablet,Nyeri & Demam,12000.0,184,Ibuprofen 200mg,"Nyeri sendi, sakit gigi, demam; Gejala terkait: nyeri radang; demam; sakit gigi",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Ibuprofen 200mg,"Nyeri sendi, sakit gigi, demam; nyeri radang; demam; sakit gigi; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Nyeri lambung,2028-03-15,Tablet,/static/medicines/Proris Tablet.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7588,Proris Forte Sirup 50ml,Nyeri & Demam,25000.0,104,Ibuprofen 100mg/5ml,"Demam anak, sakit gigi anak; Gejala terkait: demam anak; sakit gigi anak",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Ibuprofen 100mg/5ml,"Demam anak, sakit gigi anak; demam anak; sakit gigi anak; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Nyeri lambung,2027-06-30,Sirup,/static/medicines/Proris Forte Sirup 50ml.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7589,Proris Botol 60ml,Nyeri & Demam,22000.0,186,Ibuprofen 100mg/5ml,Demam dan nyeri anak; Gejala terkait: demam anak; nyeri,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Ibuprofen 100mg/5ml,Demam dan nyeri anak; demam anak; nyeri; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Nyeri lambung,2028-12-31,Produk,/static/medicines/Proris Botol 60ml.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7590,Proris Suppositoria,Nyeri & Demam,40000.0,152,Ibuprofen 125mg,Demam tinggi anak yang tidak bisa minum; Gejala terkait: demam tinggi anak; suppositoria,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Ibuprofen 125mg,Demam tinggi anak yang tidak bisa minum; demam tinggi anak; suppositoria; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Nyeri lambung,2027-06-30,Produk,/static/medicines/Proris Suppositoria.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7591,Farsifen Tablet,Nyeri & Demam,8000.0,102,Ibuprofen 200mg,"Sakit gigi, demam, nyeri haid; Gejala terkait: nyeri haid; sakit gigi; demam",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Ibuprofen 200mg,"Sakit gigi, demam, nyeri haid; nyeri haid; sakit gigi; demam; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Nyeri lambung,2028-12-31,Tablet,/static/medicines/Farsifen Tablet.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7592,Farsifen Sirup 60 ml,Nyeri & Demam,18000.0,90,Ibuprofen 100mg/5ml,Nyeri dan demam anak; Gejala terkait: demam anak; nyeri anak,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Ibuprofen 100mg/5ml,Nyeri dan demam anak; demam anak; nyeri anak; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Nyeri lambung,2027-06-30,Sirup,/static/medicines/Farsifen Sirup 60 ml.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7593,Bodrex Tablet,Nyeri & Demam,9000.0,90,"Paracetamol 600mg, Caffeine 50mg","Sakit kepala, pusing; Gejala terkait: sakit kepala; pusing",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Paracetamol 600mg, Caffeine 50mg","Sakit kepala, pusing; sakit kepala; pusing; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Berdebar,2028-12-31,Tablet,/static/medicines/Bodrex Tablet.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7594,Bodrex Extra,Nyeri & Demam,12000.0,130,"Paracetamol 600mg, Caffeine 65mg","Sakit kepala berat, migrain; Gejala terkait: sakit kepala; migrain",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Paracetamol 600mg, Caffeine 65mg","Sakit kepala berat, migrain; sakit kepala; migrain; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.","Berdebar, insomnia",2028-03-15,Produk,/static/medicines/Bodrex Extra.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7595,Bodrex Migra,Nyeri & Demam,15000.0,147,"Paracetamol, Caffeine, Ergotamine",Migrain akut; Gejala terkait: migrain berat,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Paracetamol, Caffeine, Ergotamine",Migrain akut; migrain berat; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Berdebar, mual",2027-06-30,Produk,/static/medicines/Bodrex Migra.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7596,Bodrex Flu & Batuk,Nyeri & Demam,14000.0,92,"Paracetamol, Phenylephrine, CTM, Dextromethorphan","Flu, batuk, demam; Gejala terkait: flu batuk; meriang",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Paracetamol, Phenylephrine, CTM, Dextromethorphan","Flu, batuk, demam; flu batuk; meriang; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Mengantuk,2026-12-31,Produk,/static/medicines/Bodrex Flu & Batuk.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7597,Oskadon Tablet,Nyeri & Demam,7000.0,183,"Paracetamol 500mg, Caffeine 35mg","Sakit kepala, pusing; Gejala terkait: sakit kepala; pusing",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Paracetamol 500mg, Caffeine 35mg","Sakit kepala, pusing; sakit kepala; pusing; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Sulit tidur,2026-12-31,Tablet,/static/medicines/Oskadon Tablet.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7598,Oskadon Sp,Nyeri & Demam,8500.0,175,"Paracetamol 500mg, Caffeine 50mg, Propyphenazone",Sakit kepala berat; Gejala terkait: sakit kepala berat,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Paracetamol 500mg, Caffeine 50mg, Propyphenazone",Sakit kepala berat; sakit kepala berat; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Berdebar, insomnia",2026-12-31,Produk,/static/medicines/Oskadon Sp.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7599,Paramex Nyeri Otot,Nyeri & Demam,10000.0,165,"Paracetamol 250mg, Propyphenazone, Caffeine, Methocarbamol","Nyeri otot, pegal; Gejala terkait: nyeri otot; pegal badan",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Paracetamol 250mg, Propyphenazone, Caffeine, Methocarbamol","Nyeri otot, pegal; nyeri otot; pegal badan; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.","Berdebar, mengantuk",2027-06-30,Produk,/static/medicines/Paramex Nyeri Otot.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7600,Paramex Tube 30g,Nyeri & Demam,12000.0,87,"Paracetamol 250mg, Propyphenazone, Caffeine",Sakit kepala; Gejala terkait: sakit kepala; pusing,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Paracetamol 250mg, Propyphenazone, Caffeine",Sakit kepala; sakit kepala; pusing; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Berdebar,2028-03-15,Produk,/static/medicines/Paramex Tube 30g.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7601,Inzana Tablet Kunyah,Nyeri & Demam,5000.0,130,Aspirin 80mg,Demam anak ringan; Gejala terkait: demam anak ringan; aspirin anak,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Aspirin 80mg,Demam anak ringan; demam anak ringan; aspirin anak; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Iritasi lambung,2027-06-30,Tablet,/static/medicines/Inzana Tablet Kunyah.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7602,Inzana Box 30s,Nyeri & Demam,28000.0,135,Aspirin 80mg,Demam anak; Gejala terkait: demam anak; aspirin,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Aspirin 80mg,Demam anak; demam anak; aspirin; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Iritasi lambung,2028-12-31,Produk,/static/medicines/Inzana Box 30s.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7603,Inzana Sachet 5ml,Nyeri & Demam,3000.0,185,Paracetamol sirup,Demam anak sachet praktis; Gejala terkait: demam anak sachet,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Paracetamol sirup,Demam anak sachet praktis; demam anak sachet; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2026-12-31,Sachet,/static/medicines/Inzana Sachet 5ml.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7604,Contrexyn Tablet Anak,Nyeri & Demam,6000.0,140,"Aspirin 80mg, Vitamin C",Demam anak; Gejala terkait: demam anak,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Aspirin 80mg, Vitamin C",Demam anak; demam anak; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Iritasi lambung,2026-12-31,Tablet,/static/medicines/Contrexyn Tablet Anak.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7605,Contrexyn Sirup,Nyeri & Demam,15000.0,113,Paracetamol 120mg/5ml,Demam anak; Gejala terkait: demam anak,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Paracetamol 120mg/5ml,Demam anak; demam anak; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2028-03-15,Sirup,/static/medicines/Contrexyn Sirup.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7606,Contrexyn Strip 4s,Nyeri & Demam,5000.0,145,Paracetamol 500mg,Demam dan nyeri; Gejala terkait: demam; nyeri,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Paracetamol 500mg,Demam dan nyeri; demam; nyeri; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2027-06-30,Produk,/static/medicines/Contrexyn Strip 4s.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7607,Contrexyn Box isi 100 tablet,Nyeri & Demam,65000.0,81,Paracetamol 500mg,Demam dan nyeri stok keluarga; Gejala terkait: demam; nyeri; stok keluarga,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Paracetamol 500mg,Demam dan nyeri stok keluarga; demam; nyeri; stok keluarga; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2028-03-15,Tablet,/static/medicines/Contrexyn Box isi 100 tablet.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7608,Dumin Tablet,Nyeri & Demam,15000.0,104,Paracetamol 500mg,Demam dan nyeri; Gejala terkait: demam; nyeri,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Paracetamol 500mg,Demam dan nyeri; demam; nyeri; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2028-12-31,Tablet,/static/medicines/Dumin Tablet.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7609,Dumin Botol 60ml,Nyeri & Demam,22000.0,129,Paracetamol 120mg/5ml,Demam anak; Gejala terkait: demam anak,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Paracetamol 120mg/5ml,Demam anak; demam anak; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2028-12-31,Produk,/static/medicines/Dumin Botol 60ml.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7610,Dumin Rectal Tube 125mg,Nyeri & Demam,35000.0,179,Paracetamol 125mg,Demam anak yang tidak bisa minum obat; Gejala terkait: demam anak suppositoria; bayi tidak mau minum,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Paracetamol 125mg,Demam anak yang tidak bisa minum obat; demam anak suppositoria; bayi tidak mau minum; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2026-12-31,Produk,/static/medicines/Dumin Rectal Tube 125mg.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7611,Dumin Rectal Tube 250mg,Nyeri & Demam,40000.0,173,Paracetamol 250mg,Demam anak besar/remaja yang tidak bisa minum; Gejala terkait: demam anak suppositoria,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Paracetamol 250mg,Demam anak besar/remaja yang tidak bisa minum; demam anak suppositoria; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2026-12-31,Produk,/static/medicines/Dumin Rectal Tube 250mg.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7612,Pamol Tablet,Nyeri & Demam,14000.0,183,Paracetamol 500mg,Demam dan nyeri; Gejala terkait: demam; nyeri,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Paracetamol 500mg,Demam dan nyeri; demam; nyeri; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2028-03-15,Tablet,/static/medicines/Pamol Tablet.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7613,Pamol Botol 120ml,Nyeri & Demam,20000.0,149,Paracetamol 120mg/5ml,Demam anak; Gejala terkait: demam anak,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Paracetamol 120mg/5ml,Demam anak; demam anak; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2028-12-31,Produk,/static/medicines/Pamol Botol 120ml.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7614,Pamol Suppositoria,Nyeri & Demam,30000.0,121,Paracetamol 150mg,Demam anak yang sulit minum obat; Gejala terkait: demam suppositoria; anak tidak mau minum,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Paracetamol 150mg,Demam anak yang sulit minum obat; demam suppositoria; anak tidak mau minum; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2027-06-30,Produk,/static/medicines/Pamol Suppositoria.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7615,Fasidol Strip 10s,Nyeri & Demam,6000.0,98,Paracetamol 500mg,Demam dan nyeri; Gejala terkait: demam; nyeri,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Paracetamol 500mg,Demam dan nyeri; demam; nyeri; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2028-12-31,Produk,/static/medicines/Fasidol Strip 10s.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7616,Fasidol Forte,Nyeri & Demam,8000.0,188,Paracetamol 650mg,"Demam tinggi, sakit kepala berat; Gejala terkait: demam tinggi; sakit kepala berat",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Paracetamol 650mg,"Demam tinggi, sakit kepala berat; demam tinggi; sakit kepala berat; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Jarang,2028-03-15,Produk,/static/medicines/Fasidol Forte.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7617,Fasidol Sirup,Nyeri & Demam,12000.0,87,Paracetamol 120mg/5ml,Demam anak; Gejala terkait: demam anak,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Paracetamol 120mg/5ml,Demam anak; demam anak; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2028-03-15,Sirup,/static/medicines/Fasidol Sirup.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7618,Fasidol Drops,Nyeri & Demam,15000.0,188,Paracetamol 100mg/ml,Demam bayi; Gejala terkait: demam bayi,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Paracetamol 100mg/ml,Demam bayi; demam bayi; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2027-06-30,Produk,/static/medicines/Fasidol Drops.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7619,Tempra Sirup,Nyeri & Demam,42000.0,154,Paracetamol 160mg/5ml,Demam anak; Gejala terkait: demam anak,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Paracetamol 160mg/5ml,Demam anak; demam anak; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2028-03-15,Sirup,/static/medicines/Tempra Sirup.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7620,Tempra Forte Sirup,Nyeri & Demam,48000.0,190,Paracetamol 250mg/5ml,Demam tinggi anak; Gejala terkait: demam tinggi anak,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Paracetamol 250mg/5ml,Demam tinggi anak; demam tinggi anak; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2027-06-30,Sirup,/static/medicines/Tempra Forte Sirup.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7621,Tempra Drops,Nyeri & Demam,45000.0,151,Paracetamol 80mg/ml,Demam bayi; Gejala terkait: demam bayi; panas bayi,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Paracetamol 80mg/ml,Demam bayi; demam bayi; panas bayi; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2028-03-15,Produk,/static/medicines/Tempra Drops.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
