id,name,category,price,stock,description,indication,dosage,ingredients,benefits,side_effects,expiry,type,photo,is_active,tags
6683,Nature-E Kapsul,Suplemen,48192.0,149,Vitamin E 100 IU,Antioksidan dan kesehatan kulit,Dosis sesuai anjuran dokter. Darya-Varia,Vitamin E 100 IU,Antioksidan dan kesehatan kulit,Jarang,2027-11-20,Kapsul,https://placehold.co/400x300/f8fafc/eab308?text=Nature-E+Kapsul,True,[]
6684,Neurobion Forte Tablet,Suplemen,104761.0,136,"Vitamin B1 100mg, B6 200mg, B12 200mcg","Nyeri saraf, kesemutan, kekurangan vitamin B",Dosis sesuai anjuran dokter. Merck,"Vitamin B1 100mg, B6 200mg, B12 200mcg","Nyeri saraf, kesemutan, kekurangan vitamin B",Jarang,2027-11-20,Tablet,https://placehold.co/400x300/f8fafc/eab308?text=Neurobion+Forte+Tablet,True,[]
6685,Heptasan Sirup,Suplemen,111048.0,272,"Cyproheptadine, Vitamin B Kompleks",Penambah nafsu makan,Dosis sesuai anjuran dokter. Sanbe Farma,"Cyproheptadine, Vitamin B Kompleks",Penambah nafsu makan,Sangat mengantuk,2027-11-20,Tablet,https://placehold.co/400x300/f8fafc/eab308?text=Heptasan+Sirup,True,[]
6686,Theragran-M Tablet,Suplemen,64370.0,128,Multivitamin + Mineral Lengkap,Kebutuhan vitamin mineral harian,Dosis sesuai anjuran dokter. BMS,Multivitamin + Mineral Lengkap,Kebutuhan vitamin mineral harian,Jarang,2027-06-30,Tablet,https://placehold.co/400x300/f8fafc/eab308?text=Theragran-M+Tablet,True,[]
6687,Elkana Sirup,Suplemen,77442.0,81,"Lysine, Vitamin B Kompleks, Zinc sirup",Nafsu makan dan pertumbuhan anak,Dosis sesuai anjuran dokter. Kalbe,"Lysine, Vitamin B Kompleks, Zinc sirup",Nafsu makan dan pertumbuhan anak,Jarang,2027-06-30,Tablet,https://placehold.co/400x300/f8fafc/eab308?text=Elkana+Sirup,True,[]
6688,Cetirizine Tablet 10mg,Alergi & Gatal,10511.0,140,Cetirizine HCl 10mg,"Alergi gatal, biduran, bersin alergi",Dosis sesuai anjuran dokter. Generic,Cetirizine HCl 10mg,"Alergi gatal, biduran, bersin alergi",Mengantuk ringan,2027-11-20,Tablet,/static/medicines/Cetirizine Tablet 10mg.jpg,True,[]
6689,Cetirizine Sirup 60ml,Alergi & Gatal,41746.0,186,Cetirizine HCl 2.5mg/5ml,Alergi anak,Dosis sesuai anjuran dokter. Generic,Cetirizine HCl 2.5mg/5ml,Alergi anak,Mengantuk ringan,2027-06-30,Tablet,/static/medicines/Cetirizine Sirup 60ml.jpg,True,[]
6690,Cetirizine Box 50s,Alergi & Gatal,43873.0,245,Cetirizine HCl 10mg,Alergi stok keluarga,Dosis sesuai anjuran dokter. Generic,Cetirizine HCl 10mg,Alergi stok keluarga,Mengantuk ringan,2026-12-31,Tablet,/static/medicines/Cetirizine Box 50s.jpg,True,[]
6691,Loratadine Tablet 10mg,Alergi & Gatal,23914.0,290,Loratadine 10mg,Alergi tanpa mengantuk berat,Dosis sesuai anjuran dokter. Generic,Loratadine 10mg,Alergi tanpa mengantuk berat,Mulut kering,2027-06-30,Tablet,/static/medicines/Loratadine Tablet 10mg.jpg,True,[]
6692,Incidal-OD Kapsul,Alergi & Gatal,17337.0,238,Cetirizine HCl 10mg,Alergi paten sehari sekali,Dosis sesuai anjuran dokter. Bayer,Cetirizine HCl 10mg,Alergi paten sehari sekali,Mengantuk,2027-06-30,Kapsul,/static/medicines/Incidal-OD Kapsul.jpg,True,[]
6693,Incidal-OD Sirup,Alergi & Gatal,12555.0,150,Cetirizine HCl sirup,Alergi anak paten,Dosis sesuai anjuran dokter. Bayer,Cetirizine HCl sirup,Alergi anak paten,Mengantuk,2027-11-20,Tablet,/static/medicines/Incidal-OD Sirup.jpg,True,[]
6694,Incidal-OD Strip 10s,Alergi & Gatal,51420.0,202,Cetirizine HCl 10mg,Alergi paten strip,Dosis sesuai anjuran dokter. Bayer,Cetirizine HCl 10mg,Alergi paten strip,Mengantuk,2026-12-31,Tablet,/static/medicines/Incidal-OD Strip 10s.jpg,True,[]
6695,Alleron Tablet,Alergi & Gatal,35898.0,217,CTM (Chlorpheniramine Maleate) 4mg,Alergi gatal dan rhinitis murah,Dosis sesuai anjuran dokter. Mecosin,CTM (Chlorpheniramine Maleate) 4mg,Alergi gatal dan rhinitis murah,Sangat mengantuk,2026-12-31,Tablet,/static/medicines/Alleron Tablet.jpg,True,[]
6696,Alleron Botol 60ml,Alergi & Gatal,18935.0,157,CTM 2mg/5ml sirup,Alergi anak murah,Dosis sesuai anjuran dokter. Mecosin,CTM 2mg/5ml sirup,Alergi anak murah,Sangat mengantuk,2027-06-30,Tablet,/static/medicines/Alleron Botol 60ml.jpg,True,[]
6697,CTM Tablet 4mg,Alergi & Gatal,44866.0,279,Chlorpheniramine Maleate 4mg,Antihistamin generasi pertama murah,Dosis sesuai anjuran dokter. Generic,Chlorpheniramine Maleate 4mg,Antihistamin generasi pertama murah,Sangat mengantuk,2027-06-30,Tablet,/static/medicines/CTM Tablet 4mg.jpg,True,[]
6698,Caladine Lotion 60ml,Alergi & Gatal,52513.0,149,"Calamine 8%, Zinc Oxide 5%, Diphenhydramine 1%","Gatal biang keringat, gigitan serangga",Dosis sesuai anjuran dokter. Galenium,"Calamine 8%, Zinc Oxide 5%, Diphenhydramine 1%","Gatal biang keringat, gigitan serangga",Kulit sedikit kering,2028-03-15,Tablet,/static/medicines/Caladine Lotion 60ml.jpg,True,[]
6699,Caladine Lotion 95ml,Alergi & Gatal,42650.0,162,"Calamine, Zinc Oxide, Diphenhydramine",Gatal biang keringat kemasan besar,Dosis sesuai anjuran dokter. Galenium,"Calamine, Zinc Oxide, Diphenhydramine",Gatal biang keringat kemasan besar,Kulit sedikit kering,2028-03-15,Tablet,/static/medicines/Caladine Lotion 95ml.jpg,True,[]
6700,Caladine Powder 60g,Alergi & Gatal,15595.0,270,"Calamine, Zinc Oxide, Menthol bedak",Gatal biang keringat bedak,Dosis sesuai anjuran dokter. Galenium,"Calamine, Zinc Oxide, Menthol bedak",Gatal biang keringat bedak,Kulit sedikit kering,2028-03-15,Tablet,/static/medicines/Caladine Powder 60g.jpg,True,[]
6701,Caladine Powder 100g,Alergi & Gatal,35447.0,143,"Calamine, Zinc Oxide, Menthol bedak besar",Gatal biang keringat bedak besar,Dosis sesuai anjuran dokter. Galenium,"Calamine, Zinc Oxide, Menthol bedak besar",Gatal biang keringat bedak besar,Kulit kering,2027-11-20,Tablet,/static/medicines/Caladine Powder 100g.jpg,True,[]
6702,Caladine Baby Balm 30 g,Alergi & Gatal,12086.0,60,"Calamine, Zinc Oxide, Beeswax",Ruam popok dan gatal bayi,Dosis sesuai anjuran dokter. Galenium,"Calamine, Zinc Oxide, Beeswax",Ruam popok dan gatal bayi,Kulit kering,2028-03-15,Tablet,/static/medicines/Caladine Baby Balm 30 g.jpg,True,[]
6703,Herocyn Bedak 75g,Alergi & Gatal,22299.0,128,"Menthol 0.5%, Sulfur, Salicylic Acid bedak",Gatal badan dan kaki bedak,Dosis sesuai anjuran dokter. Coronet Crown,"Menthol 0.5%, Sulfur, Salicylic Acid bedak",Gatal badan dan kaki bedak,Pedih di luka terbuka,2027-11-20,Tablet,/static/medicines/Herocyn Bedak 75g.jpg,True,[]
6704,Herocyn Bedak 150g,Alergi & Gatal,18641.0,240,"Menthol, Sulfur, Salicylic Acid bedak besar",Gatal badan kemasan besar,Dosis sesuai anjuran dokter. Coronet Crown,"Menthol, Sulfur, Salicylic Acid bedak besar",Gatal badan kemasan besar,Pedih di luka,2027-06-30,Tablet,/static/medicines/Herocyn Bedak 150g.jpg,True,[]
6705,Herocyn Baby Powder,Alergi & Gatal,39548.0,235,"Menthol, Zinc Oxide bedak bayi",Biang keringat dan ruam bayi,Dosis sesuai anjuran dokter. Coronet Crown,"Menthol, Zinc Oxide bedak bayi",Biang keringat dan ruam bayi,Pedih di luka,2028-03-15,Tablet,/static/medicines/Herocyn Baby Powder.jpg,True,[]
6706,Telfast Tablet 120mg,Alergi & Gatal,12455.0,95,Fexofenadine HCl 120mg,Alergi rinitis berat tanpa kantuk,Dosis sesuai anjuran dokter. Aventis,Fexofenadine HCl 120mg,Alergi rinitis berat tanpa kantuk,Sakit kepala ringan,2027-11-20,Tablet,/static/medicines/Telfast Tablet 120mg.jpg,True,[]
6707,Telfast Tablet 180mg,Alergi & Gatal,51167.0,201,Fexofenadine HCl 180mg,Alergi berat tanpa kantuk,Dosis sesuai anjuran dokter. Aventis,Fexofenadine HCl 180mg,Alergi berat tanpa kantuk,Sakit kepala,2028-03-15,Tablet,/static/medicines/Telfast Tablet 180mg.jpg,True,[]
6708,Telfast botol 120ml,Alergi & Gatal,22349.0,249,Fexofenadine HCl 30mg/5ml sirup,Alergi anak tanpa kantuk,Dosis sesuai anjuran dokter. Aventis,Fexofenadine HCl 30mg/5ml sirup,Alergi anak tanpa kantuk,Sakit kepala ringan,2028-03-15,Tablet,/static/medicines/Telfast botol 120ml.jpg,True,[]
6709,Ryvel Tablet,Alergi & Gatal,34613.0,222,Cetirizine HCl 10mg,Alergi paten lainnya,Dosis sesuai anjuran dokter. Novell,Cetirizine HCl 10mg,Alergi paten lainnya,Mengantuk,2026-12-31,Tablet,/static/medicines/Ryvel Tablet.jpg,True,[]
6710,Ryvel Sirup,Alergi & Gatal,31072.0,99,Cetirizine HCl sirup,Alergi anak paten,Dosis sesuai anjuran dokter. Novell,Cetirizine HCl sirup,Alergi anak paten,Mengantuk,2027-06-30,Tablet,/static/medicines/Ryvel Sirup.jpg,True,[]
6711,Ryvel Drops,Alergi & Gatal,48653.0,271,Cetirizine HCl drops bayi,Alergi bayi,Dosis sesuai anjuran dokter. Novell,Cetirizine HCl drops bayi,Alergi bayi,Mengantuk ringan,2027-11-20,Tablet,/static/medicines/Ryvel Drops.jpg,True,[]
6712,Ryvel Botol 120ml,Alergi & Gatal,34473.0,133,Cetirizine HCl sirup besar,Alergi kemasan besar,Dosis sesuai anjuran dokter. Novell,Cetirizine HCl sirup besar,Alergi kemasan besar,Mengantuk,2027-06-30,Tablet,/static/medicines/Ryvel Botol 120ml.jpg,True,[]
6713,Desloratadine Tablet,Alergi & Gatal,11387.0,221,Desloratadine 5mg,Alergi generasi ketiga tanpa kantuk,Dosis sesuai anjuran dokter. Generic,Desloratadine 5mg,Alergi generasi ketiga tanpa kantuk,Jarang,2028-03-15,Tablet,https://placehold.co/400x300/f8fafc/8b5cf6?text=Desloratadine+Tablet,True,[]
6714,Avil Tablet,Alergi & Gatal,25707.0,70,Pheniramine Maleate 25mg,"Alergi berat, reaksi alergi akut",Dosis sesuai anjuran dokter. Aventis,Pheniramine Maleate 25mg,"Alergi berat, reaksi alergi akut",Sangat mengantuk,2026-12-31,Tablet,https://placehold.co/400x300/f8fafc/8b5cf6?text=Avil+Tablet,True,[]
6715,Hydrocortisone Cream 2.5%,Alergi & Gatal,10041.0,213,Hydrocortisone 2.5%,"Gatal radang kulit, eksim ringan",Dosis sesuai anjuran dokter. Generic,Hydrocortisone 2.5%,"Gatal radang kulit, eksim ringan",Penipisan kulit (pemakaian lama),2028-03-15,Tablet,https://placehold.co/400x300/f8fafc/8b5cf6?text=Hydrocortisone+Cream+2.5%,True,[]
6716,Elocon Cream 5g,Alergi & Gatal,56757.0,197,Mometasone Furoate 0.1%,"Eksim, psoriasis, dermatitis atopik",Dosis sesuai anjuran dokter. Schering,Mometasone Furoate 0.1%,"Eksim, psoriasis, dermatitis atopik",Penipisan kulit,2028-03-15,Tablet,https://placehold.co/400x300/f8fafc/8b5cf6?text=Elocon+Cream+5g,True,[]
6717,Caladryl Lotion,Alergi & Gatal,53961.0,244,"Calamine, Diphenhydramine","Gatal akibat poison ivy, biang keringat",Dosis sesuai anjuran dokter. J&J,"Calamine, Diphenhydramine","Gatal akibat poison ivy, biang keringat",Kulit kering,2028-03-15,Tablet,https://placehold.co/400x300/f8fafc/8b5cf6?text=Caladryl+Lotion,True,[]
6718,Betadine Solution 15ml,Obat Kulit & Luka,68495.0,182,Povidone Iodine 10%,Antiseptik luka kecil,Dosis sesuai anjuran dokter. Mundipharma,Povidone Iodine 10%,Antiseptik luka kecil,Iritasi ringan,2026-12-31,Tablet,/static/medicines/Betadine Solution 15ml.jpg,True,[]
6719,Betadine Solution 30ml,Obat Kulit & Luka,66119.0,180,Povidone Iodine 10%,Antiseptik luka medium,Dosis sesuai anjuran dokter. Mundipharma,Povidone Iodine 10%,Antiseptik luka medium,Iritasi ringan,2026-12-31,Tablet,/static/medicines/Betadine Solution 30ml.webp,True,[]
6720,Betadine Solution 60ml,Obat Kulit & Luka,66483.0,82,Povidone Iodine 10%,Antiseptik luka kemasan besar,Dosis sesuai anjuran dokter. Mundipharma,Povidone Iodine 10%,Antiseptik luka kemasan besar,Iritasi ringan,2028-03-15,Tablet,/static/medicines/Betadine Solution 60ml.jpg,True,[]
6721,Betadine Ointment 10g,Obat Kulit & Luka,20810.0,254,Povidone Iodine 10% salep,"Luka berinfeksi, borok",Dosis sesuai anjuran dokter. Mundipharma,Povidone Iodine 10% salep,"Luka berinfeksi, borok",Iritasi lokal,2028-03-15,Tablet,/static/medicines/Betadine Ointment 10g.jpg,True,[]
6722,Betadine Plaster,Obat Kulit & Luka,36276.0,239,Povidone Iodine 10% plaster,Luka lecet kecil plaster antiseptik,Dosis sesuai anjuran dokter. Mundipharma,Povidone Iodine 10% plaster,Luka lecet kecil plaster antiseptik,Iritasi lokal,2028-03-15,Tablet,/static/medicines/Betadine Plaster.avif,True,[]
6723,Rivanol 100 ml,Obat Kulit & Luka,64309.0,121,Ethacridine Lactate 0.1%,"Membersihkan luka basah, kompres luka",Dosis sesuai anjuran dokter. Generic,Ethacridine Lactate 0.1%,"Membersihkan luka basah, kompres luka",Kulit menguning sementara,2028-03-15,Tablet,/static/medicines/Rivanol 100 ml.jpg,True,[]
6724,Rivanol 300 ml,Obat Kulit & Luka,12864.0,155,Ethacridine Lactate 0.1% besar,Membersihkan luka besar,Dosis sesuai anjuran dokter. Generic,Ethacridine Lactate 0.1% besar,Membersihkan luka besar,Kulit menguning,2026-12-31,Tablet,/static/medicines/Rivanol 300 ml.jpg,True,[]
6725,Hansaplast Spray Antiseptik 50ml,Obat Kulit & Luka,61149.0,56,Octenidine Dihydrochloride,Cuci luka tanpa perih modern,Dosis sesuai anjuran dokter. Beiersdorf,Octenidine Dihydrochloride,Cuci luka tanpa perih modern,Jarang,2027-11-20,Tablet,/static/medicines/Hansaplast Spray Antiseptik 50ml.jpg,True,[]
6726,Hansaplast Koyo Panas,Obat Kulit & Luka,43836.0,79,"Methyl Salicylate, Menthol koyo",Nyeri otot dan pegal lewat koyo,Dosis sesuai anjuran dokter. Beiersdorf,"Methyl Salicylate, Menthol koyo",Nyeri otot dan pegal lewat koyo,Kemerahan kulit,2028-03-15,Tablet,/static/medicines/Hansaplast Koyo Panas.jpg,True,[]
6727,Hansaplast Koyo Hangat,Obat Kulit & Luka,26367.0,94,"Capsaicin, Menthol koyo hangat",Pegal hangat,Dosis sesuai anjuran dokter. Beiersdorf,"Capsaicin, Menthol koyo hangat",Pegal hangat,Kemerahan kulit,2027-11-20,Tablet,/static/medicines/Hansaplast Koyo Hangat.jpg,True,[]
6728,Hansaplast Tube 15g,Obat Kulit & Luka,61429.0,270,"Dexpanthenol, Chlorhexidine cream",Perawatan luka dan kulit sensitif,Dosis sesuai anjuran dokter. Beiersdorf,"Dexpanthenol, Chlorhexidine cream",Perawatan luka dan kulit sensitif,Jarang,2028-03-15,Tablet,/static/medicines/Hansaplast Tube 15g.jpg,True,[]
6729,Bioplacenton Gel 15g,Obat Kulit & Luka,49943.0,227,"Placenta Extract 10%, Neomycin Sulfate 0.5%","Luka bakar knalpot, luka bakar ringan",Dosis sesuai anjuran dokter. Kalbe,"Placenta Extract 10%, Neomycin Sulfate 0.5%","Luka bakar knalpot, luka bakar ringan",Alergi neomycin (jarang),2026-12-31,Tablet,/static/medicines/Bioplacenton Gel 15g.jpg,True,[]
6730,Burnazin Cream 35g,Obat Kulit & Luka,50346.0,276,Silver Sulfadiazine 1%,Luka bakar derajat 2,Dosis sesuai anjuran dokter. Darya-Varia,Silver Sulfadiazine 1%,Luka bakar derajat 2,Iritasi kulit sementara,2028-03-15,Tablet,/static/medicines/Burnazin Cream 35g.jpg,True,[]
6731,Dermatix Ultra Gel 5g,Obat Kulit & Luka,44798.0,297,"Cyclopentasiloxane, Vitamin C Ester gel","Bekas luka menonjol, keloid, stretchmark",Dosis sesuai anjuran dokter. Menarini,"Cyclopentasiloxane, Vitamin C Ester gel","Bekas luka menonjol, keloid, stretchmark",Jarang,2027-06-30,Tablet,/static/medicines/Dermatix Ultra Gel 5g.jpg,True,[]
6732,Mebo Ointment 20g,Obat Kulit & Luka,46363.0,221,"Radix Scutellariae, Cortex Phellodendri, Minyak Wijen","Luka bakar, ulkus herbal",Dosis sesuai anjuran dokter. Mebo,"Radix Scutellariae, Cortex Phellodendri, Minyak Wijen","Luka bakar, ulkus herbal",Bau wijen kuat,2027-11-20,Tablet,/static/medicines/Mebo Ointment 20g.jpg,True,[]
6733,Mebo Tube 50g,Obat Kulit & Luka,52991.0,60,"Radix Scutellariae, minyak wijen tube besar",Luka bakar besar herbal,Dosis sesuai anjuran dokter. Mebo,"Radix Scutellariae, minyak wijen tube besar",Luka bakar besar herbal,Bau wijen,2027-06-30,Tablet,/static/medicines/Mebo Tube 50g.jpg,True,[]
6734,Nebacetin Ointment 5g,Obat Kulit & Luka,38793.0,226,"Neomycin Sulfate 3500IU, Bacitracin 250IU","Luka bernanah, infeksi bakteri kulit",Dosis sesuai anjuran dokter. Pharos,"Neomycin Sulfate 3500IU, Bacitracin 250IU","Luka bernanah, infeksi bakteri kulit",Alergi lokal,2027-11-20,Tablet,/static/medicines/Nebacetin Ointment 5g.jpg,True,[]
6735,Nebacetin Powder 5g,Obat Kulit & Luka,39567.0,240,"Neomycin Sulfate, Bacitracin bubuk",Luka basah bernanah bubuk,Dosis sesuai anjuran dokter. Pharos,"Neomycin Sulfate, Bacitracin bubuk",Luka basah bernanah bubuk,Alergi lokal,2026-12-31,Tablet,/static/medicines/Nebacetin Powder 5g.jpg,True,[]
6736,Garamycin Cream 5g,Obat Kulit & Luka,18483.0,182,Gentamicin Sulfate 0.1% cream,"Impetigo, infeksi kulit bakteri",Dosis sesuai anjuran dokter. Schering,Gentamicin Sulfate 0.1% cream,"Impetigo, infeksi kulit bakteri",Gatal ringan,2027-11-20,Tablet,/static/medicines/Garamycin Cream 5g.jpg,True,[]
6737,Garamycin Ointment 15g,Obat Kulit & Luka,40221.0,214,Gentamicin Sulfate 0.1% salep,Infeksi kulit kronis,Dosis sesuai anjuran dokter. Schering,Gentamicin Sulfate 0.1% salep,Infeksi kulit kronis,Gatal,2027-11-20,Tablet,/static/medicines/Garamycin Ointment 15g.jpg,True,[]
6738,Fusycom Gel,Obat Kulit & Luka,37913.0,233,Fusidic Acid 2%,"Impetigo, infeksi bakteri kulit",Dosis sesuai anjuran dokter. Kalbe,Fusidic Acid 2%,"Impetigo, infeksi bakteri kulit",Iritasi lokal,2028-03-15,Tablet,https://placehold.co/400x300/f8fafc/ec4899?text=Fusycom+Gel,True,[]
6739,Mupirocin Salep,Obat Kulit & Luka,45213.0,55,Mupirocin 2%,Infeksi kulit stafilokokus,Dosis sesuai anjuran dokter. GSK,Mupirocin 2%,Infeksi kulit stafilokokus,Iritasi lokal,2027-11-20,Tablet,https://placehold.co/400x300/f8fafc/ec4899?text=Mupirocin+Salep,True,[]
6740,Acne-Aid Bar Sabun,Obat Kulit & Luka,54112.0,254,"Triclosan, Zinc",Sabun jerawat anti bakteri,Dosis sesuai anjuran dokter. Stiefel,"Triclosan, Zinc",Sabun jerawat anti bakteri,Kulit kering,2026-12-31,Tablet,https://placehold.co/400x300/f8fafc/ec4899?text=Acne-Aid+Bar+Sabun,True,[]
6741,Benzolac Gel 2.5%,Obat Kulit & Luka,64248.0,179,Benzoyl Peroxide 2.5%,Jerawat ringan sedang,Dosis sesuai anjuran dokter. Pharos,Benzoyl Peroxide 2.5%,Jerawat ringan sedang,"Kulit kering, mengelupas",2027-06-30,Tablet,https://placehold.co/400x300/f8fafc/ec4899?text=Benzolac+Gel+2.5%,True,[]
6742,Acnes Sealing Jell,Obat Kulit & Luka,12092.0,242,"Triclosan, Zinc, Vitamin E",Gel jerawat anti bakteri,Dosis sesuai anjuran dokter. Lion,"Triclosan, Zinc, Vitamin E",Gel jerawat anti bakteri,Kulit kering,2028-03-15,Tablet,https://placehold.co/400x300/f8fafc/ec4899?text=Acnes+Sealing+Jell,True,[]
6743,Kalpanax K Cream 5g,Antijamur & Kulit,74095.0,154,Miconazole Nitrate 2%,"Panu, kurap, kutu air cream",Dosis sesuai anjuran dokter. Kalbe,Miconazole Nitrate 2%,"Panu, kurap, kutu air cream",Rasa terbakar,2027-06-30,Tablet,/static/medicines/Kalpanax K Cream 5g.jpg,True,[]
6744,Kalpanax Cair 10ml,Antijamur & Kulit,56420.0,149,"Salicylic Acid, Benzoic Acid cair",Panu keras dan kutu air cair,Dosis sesuai anjuran dokter. Kalbe,"Salicylic Acid, Benzoic Acid cair",Panu keras dan kutu air cair,Rasa terbakar kuat,2028-03-15,Tablet,/static/medicines/Kalpanax Cair 10ml.jpg,True,[]
6745,Kalpanax Box 30s,Antijamur & Kulit,73879.0,73,Miconazole Nitrate tablet kunyah/kapsul,Jamur sistemik atau luas,Dosis sesuai anjuran dokter. Kalbe,Miconazole Nitrate tablet kunyah/kapsul,Jamur sistemik atau luas,Gangguan lambung,2026-12-31,Tablet,/static/medicines/Kalpanax Box 30s.jpg,True,[]
6746,Daktarin Cream 15g,Antijamur & Kulit,73009.0,132,Miconazole Nitrate 2% cream,Infeksi jamur kulit dan lipatan tubuh,Dosis sesuai anjuran dokter. J&J,Miconazole Nitrate 2% cream,Infeksi jamur kulit dan lipatan tubuh,Iritasi ringan,2027-11-20,Tablet,/static/medicines/Daktarin Cream 15g.jpg,True,[]
6747,Daktarin Powder 20g,Antijamur & Kulit,77103.0,227,Miconazole Nitrate 2% bedak,Jamur kaki dan sela jari bedak,Dosis sesuai anjuran dokter. J&J,Miconazole Nitrate 2% bedak,Jamur kaki dan sela jari bedak,Iritasi,2026-12-31,Tablet,/static/medicines/Daktarin Powder 20g.jpg,True,[]
6748,Daktarin Diaper Cream,Antijamur & Kulit,22243.0,134,"Miconazole Nitrate, Zinc Oxide krim popok",Ruam popok karena jamur,Dosis sesuai anjuran dokter. J&J,"Miconazole Nitrate, Zinc Oxide krim popok",Ruam popok karena jamur,Iritasi,2026-12-31,Tablet,/static/medicines/Daktarin Diaper Cream.jpg,True,[]
6749,Canesten Cream 10g,Antijamur & Kulit,20559.0,163,Clotrimazole 1% cream,"Panu, kadas, kurap",Dosis sesuai anjuran dokter. Bayer,Clotrimazole 1% cream,"Panu, kadas, kurap",Kemerahan lokal,2027-06-30,Tablet,/static/medicines/Canesten Cream 10g.jpg,True,[]
6750,Fungiderm Cream 5g,Antijamur & Kulit,26175.0,252,Clotrimazole 1% cream kecil,Infeksi jamur ringan,Dosis sesuai anjuran dokter. Konimex,Clotrimazole 1% cream kecil,Infeksi jamur ringan,Iritasi,2027-11-20,Tablet,/static/medicines/Fungiderm Cream 5g.jpg,True,[]
6751,Fungiderm Cream 15g,Antijamur & Kulit,75374.0,286,Clotrimazole 1% cream besar,Infeksi jamur sedang,Dosis sesuai anjuran dokter. Konimex,Clotrimazole 1% cream besar,Infeksi jamur sedang,Iritasi,2027-11-20,Tablet,/static/medicines/Fungiderm Cream 15g.jpg,True,[]
6752,Mycoral Cream 5g,Antijamur & Kulit,75799.0,75,Ketoconazole 2% cream,Jamur membandel pada kulit,Dosis sesuai anjuran dokter. Kalbe,Ketoconazole 2% cream,Jamur membandel pada kulit,Gatal ringan,2027-11-20,Tablet,/static/medicines/Mycoral Cream 5g.jpg,True,[]
6753,Mycoral Tablet 200mg,Antijamur & Kulit,52800.0,81,Ketoconazole 200mg tablet,Jamur sistemik dan kulit luas,Dosis sesuai anjuran dokter. Kalbe,Ketoconazole 200mg tablet,Jamur sistemik dan kulit luas,"Mual, gangguan hati",2026-12-31,Tablet,/static/medicines/Mycoral Tablet 200mg.jpg,True,[]
6754,Mycoral Tube 50g,Antijamur & Kulit,34396.0,98,Ketoconazole 2% tube besar,Jamur kulit luas,Dosis sesuai anjuran dokter. Kalbe,Ketoconazole 2% tube besar,Jamur kulit luas,Gatal ringan,2027-11-20,Tablet,/static/medicines/Mycoral Tube 50g.jpg,True,[]
6755,Scabimite Cream 10g,Antijamur & Kulit,67670.0,278,Permethrin 5%,"Kudis (Scabies), tungau kulit",Dosis sesuai anjuran dokter. Galderma,Permethrin 5%,"Kudis (Scabies), tungau kulit",Rasa panas,2026-12-31,Tablet,/static/medicines/Scabimite Cream 10g.jpg,True,[]
6756,Scabimite Cream 30g,Antijamur & Kulit,64147.0,260,Permethrin 5% kemasan besar,Kudis seluruh badan,Dosis sesuai anjuran dokter. Galderma,Permethrin 5% kemasan besar,Kudis seluruh badan,Rasa panas,2028-03-15,Tablet,/static/medicines/Scabimite Cream 30g.jpg,True,[]
6757,Salep 88 Pot 6g,Antijamur & Kulit,22997.0,109,"Salicylic Acid 6%, Benzoic Acid 12%, Sulfur 4%",Panu keras tradisional,Dosis sesuai anjuran dokter. Meccaya,"Salicylic Acid 6%, Benzoic Acid 12%, Sulfur 4%",Panu keras tradisional,"Panas menyengat, kulit terkelupas",2027-11-20,Tablet,/static/medicines/Salep 88 Pot 6g.jpg,True,[]
6758,Ketoconazole Cream 10g,Antijamur & Kulit,61985.0,219,Ketoconazole 2% generik,Jamur kulit generik murah,Dosis sesuai anjuran dokter. Generic,Ketoconazole 2% generik,Jamur kulit generik murah,Iritasi,2027-06-30,Tablet,/static/medicines/Ketoconazole Cream 10g.jpg,True,[]
6759,Ketoconazole Tablet,Antijamur & Kulit,24746.0,142,Ketoconazole 200mg generik,Jamur sistemik generik,Dosis sesuai anjuran dokter. Generic,Ketoconazole 200mg generik,Jamur sistemik generik,Mual,2026-12-31,Tablet,/static/medicines/Ketoconazole Tablet.jpg,True,[]
6760,Ketoconazole Box 100s,Antijamur & Kulit,21062.0,286,Ketoconazole 200mg generik isi banyak,Jamur stok banyak,Dosis sesuai anjuran dokter. Generic,Ketoconazole 200mg generik isi banyak,Jamur stok banyak,"Mual, hati",2028-03-15,Tablet,/static/medicines/Ketoconazole Box 100s.webp,True,[]
6761,Terbinafine Cream,Antijamur & Kulit,78501.0,116,Terbinafine HCl 1%,"Kutu air berat, tinea pedis",Dosis sesuai anjuran dokter. Novartis,Terbinafine HCl 1%,"Kutu air berat, tinea pedis",Iritasi ringan,2026-12-31,Tablet,https://placehold.co/400x300/f8fafc/14b8a6?text=Terbinafine+Cream,True,[]
6762,Fluconazole Kapsul 150mg,Antijamur & Kulit,50991.0,182,Fluconazole 150mg,"Jamur vaginal, kandidiasis oral",Dosis sesuai anjuran dokter. Pfizer,Fluconazole 150mg,"Jamur vaginal, kandidiasis oral","Mual, sakit kepala",2028-03-15,Kapsul,https://placehold.co/400x300/f8fafc/14b8a6?text=Fluconazole+Kapsul+150mg,True,[]
6763,Ciclopirox Olamine Cream,Antijamur & Kulit,28454.0,258,Ciclopirox Olamine 1%,"Tinea versicolor, dermatofitosis",Dosis sesuai anjuran dokter. Stiefel,Ciclopirox Olamine 1%,"Tinea versicolor, dermatofitosis",Iritasi,2027-06-30,Tablet,https://placehold.co/400x300/f8fafc/14b8a6?text=Ciclopirox+Olamine+Cream,True,[]
