id,name,category,price,stock,description,indication,dosage,ingredients,benefits,side_effects,expiry,type,photo,is_active,tags
1784,CTM Bedak,Alergi & Gatal,14813.0,63,Chlorpheniramine Maleate 4mg,Alergi ringan; gatal; pilek alergi,Dosis sesuai anjuran dokter. Generic,Chlorpheniramine Maleate 4mg,Alergi ringan; gatal; pilek alergi,Mengantuk; mulut kering,2027-06-30,Tablet,,True,[]
1785,Oskadon Sirup,Nyeri & Demam,28005.0,228,Paracetamol; Caffeine,Sakit kepala; nyeri ringan,Dosis sesuai anjuran dokter. Supra Ferbindo,Paracetamol; Caffeine,Sakit kepala; nyeri ringan,Berdebar; sulit tidur; mual,2027-06-30,Tablet,,True,[]
1786,OBH Combi Batuk Berdahak Anak,Obat Batuk,33650.0,79,Succus liquiritiae; Ammonium chloride,Batuk berdahak; membantu mengencerkan dahak,Dosis sesuai anjuran dokter. Combiphar,Succus liquiritiae; Ammonium chloride,Batuk berdahak; membantu mengencerkan dahak,Mual; mengantuk; berdebar pada sebagian orang,2028-03-15,Tablet,,True,[]
1787,Insto Regular Tetes Telinga,Mata & Telinga,66696.0,56,Tetrahydrozoline HCl,Mata merah karena iritasi ringan,Dosis sesuai anjuran dokter. Sterling,Tetrahydrozoline HCl,Mata merah karena iritasi ringan,Perih sementara; mata kering,2028-03-15,Tablet,,True,[]
1788,Otopain Eye Drops,Mata & Telinga,60661.0,117,Phenazone; Lidocaine HCl,Nyeri telinga ringan sesuai petunjuk,Dosis sesuai anjuran dokter. Generic,Phenazone; Lidocaine HCl,Nyeri telinga ringan sesuai petunjuk,Iritasi lokal; tidak nyaman,2027-11-20,Tablet,,True,[]
1789,Alleron Cream,Alergi & Gatal,34472.0,237,Chlorpheniramine Maleate,Alergi ringan; gatal; bersin,Dosis sesuai anjuran dokter. Mecosin,Chlorpheniramine Maleate,Alergi ringan; gatal; bersin,Mengantuk; mulut kering,2028-03-15,Tablet,,True,[]
1790,Betadine Ointment Cair,Obat Kulit & Luka,40692.0,57,Povidone Iodine 10%,Antiseptik luka ringan; lecet,Dosis sesuai anjuran dokter. Mundipharma,Povidone Iodine 10%,Antiseptik luka ringan; lecet,Iritasi lokal; alergi jarang,2026-12-31,Tablet,,True,[]
1791,Vitacimin Gummy,Vitamin & Suplemen,27086.0,105,Vitamin C 500mg,Suplemen vitamin C; sariawan ringan,Dosis sesuai anjuran dokter. Takeda,Vitamin C 500mg,Suplemen vitamin C; sariawan ringan,Nyeri lambung bila sebelum makan,2027-11-20,Tablet,,True,[]
1792,Neozep Forte Kaplet 52,Flu & Pilek,20805.0,82,Paracetamol; Phenylephrine HCl; Chlorpheniramine,Flu; pilek; hidung tersumbat,Dosis sesuai anjuran dokter. Konimex,Paracetamol; Phenylephrine HCl; Chlorpheniramine,Flu; pilek; hidung tersumbat,Mengantuk; mulut kering; berdebar,2027-06-30,Tablet,,True,[]
1793,Komix Kering,Obat Batuk,12276.0,162,Dextromethorphan HBr; Guaifenesin,Batuk ringan; batuk berdahak,Dosis sesuai anjuran dokter. Bintang Toedjoe,Dextromethorphan HBr; Guaifenesin,Batuk ringan; batuk berdahak,Mengantuk; mual; pusing ringan,2028-03-15,Tablet,,True,[]
1794,Mebo Ointment Cream,Obat Kulit & Luka,48547.0,76,Herbal burn ointment,Luka bakar ringan; kulit iritasi,Dosis sesuai anjuran dokter. Mebo,Herbal burn ointment,Luka bakar ringan; kulit iritasi,Iritasi lokal jarang,2028-03-15,Tablet,,True,[]
1795,FG Troches Gargle,Mulut & Tenggorokan,27433.0,259,Fradiomycin; Gramicidin,Radang tenggorokan ringan sesuai petunjuk,Dosis sesuai anjuran dokter. Meiji,Fradiomycin; Gramicidin,Radang tenggorokan ringan sesuai petunjuk,Alergi; gangguan pencernaan ringan,2027-11-20,Tablet,,True,[]
1796,Cetirizine 10mg Kaplet,Alergi & Gatal,31735.0,174,Cetirizine HCl 10mg,Alergi; gatal; bersin karena alergi,Dosis sesuai anjuran dokter. Generic,Cetirizine HCl 10mg,Alergi; gatal; bersin karena alergi,Mengantuk ringan; mulut kering,2027-06-30,Tablet,,True,[]
1797,Woods Expectorant Sachet,Obat Batuk,11198.0,85,Bromhexine HCl; Guaifenesin,Batuk berdahak,Dosis sesuai anjuran dokter. Kalbe,Bromhexine HCl; Guaifenesin,Batuk berdahak,Mual; pusing; gangguan lambung ringan,2027-11-20,Tablet,,True,[]
1798,Cetirizine 10mg Tablet,Alergi & Gatal,31108.0,100,Cetirizine HCl 10mg,Alergi; gatal; bersin karena alergi,Dosis sesuai anjuran dokter. Generic,Cetirizine HCl 10mg,Alergi; gatal; bersin karena alergi,Mengantuk ringan; mulut kering,2027-06-30,Tablet,,True,[]
1799,Fatigon Gummy,Vitamin & Suplemen,109328.0,130,Vitamin B Complex; Vitamin E; Mineral,Membantu mengurangi lelah,Dosis sesuai anjuran dokter. Kalbe,Vitamin B Complex; Vitamin E; Mineral,Membantu mengurangi lelah,Mual ringan,2028-03-15,Tablet,,True,[]
1800,Hot In Cream 31,Obat Oles Nyeri,25026.0,241,Methyl Salicylate; Menthol; Camphor,Pegal linu; nyeri otot,Dosis sesuai anjuran dokter. Bintang Toedjoe,Methyl Salicylate; Menthol; Camphor,Pegal linu; nyeri otot,Rasa panas; iritasi lokal,2028-03-15,Tablet,,True,[]
1801,SP Troches Spray,Mulut & Tenggorokan,9802.0,295,Dequalinium Chloride,Sariawan; tenggorokan tidak nyaman,Dosis sesuai anjuran dokter. Meiji,Dequalinium Chloride,Sariawan; tenggorokan tidak nyaman,Iritasi mulut jarang,2027-06-30,Tablet,,True,[]
1802,Cetirizine 10mg Sirup,Alergi & Gatal,41582.0,258,Cetirizine HCl 10mg,Alergi; gatal; bersin karena alergi,Dosis sesuai anjuran dokter. Generic,Cetirizine HCl 10mg,Alergi; gatal; bersin karena alergi,Mengantuk ringan; mulut kering,2027-11-20,Tablet,,True,[]
1803,Alleron Bedak,Alergi & Gatal,51464.0,209,Chlorpheniramine Maleate,Alergi ringan; gatal; bersin,Dosis sesuai anjuran dokter. Mecosin,Chlorpheniramine Maleate,Alergi ringan; gatal; bersin,Mengantuk; mulut kering,2028-03-15,Tablet,,True,[]
1804,Tantum Verde Gargle,Mulut & Tenggorokan,37102.0,121,Benzydamine HCl,Sakit tenggorokan; radang ringan,Dosis sesuai anjuran dokter. Angelini,Benzydamine HCl,Sakit tenggorokan; radang ringan,Mulut terasa kebas; iritasi ringan,2026-12-31,Tablet,,True,[]
1805,SP Troches Gel,Mulut & Tenggorokan,17051.0,144,Dequalinium Chloride,Sariawan; tenggorokan tidak nyaman,Dosis sesuai anjuran dokter. Meiji,Dequalinium Chloride,Sariawan; tenggorokan tidak nyaman,Iritasi mulut jarang,2027-06-30,Tablet,,True,[]
1806,Adem Sari Tablet,Herbal & Tradisional,25088.0,130,Citrus aurantifolia; Vitamin C; Mineral,Panas dalam; sariawan ringan,Dosis sesuai anjuran dokter. Sari Enesis,Citrus aurantifolia; Vitamin C; Mineral,Panas dalam; sariawan ringan,Nyeri lambung ringan,2026-12-31,Tablet,,True,[]
1807,Lodia Tablet,Pencernaan & Diare,38992.0,161,Loperamide HCl,Diare akut tertentu,Dosis sesuai anjuran dokter. Sanbe Farma,Loperamide HCl,Diare akut tertentu,Sembelit; mual; pusing,2027-06-30,Tablet,,True,[]
1808,Fungiderm Cream,Antijamur & Kulit,78646.0,147,Clotrimazole,Panu; kurap; kutu air,Dosis sesuai anjuran dokter. Konimex,Clotrimazole,Panu; kurap; kutu air,Iritasi lokal,2026-12-31,Tablet,,True,[]
1809,Siladex Antitussive Kering,Obat Batuk,37814.0,129,Dextromethorphan HBr; Diphenhydramine HCl,Batuk kering,Dosis sesuai anjuran dokter. Konimex,Dextromethorphan HBr; Diphenhydramine HCl,Batuk kering,Mengantuk; pusing; mulut kering,2027-06-30,Tablet,,True,[]
1810,Kalpanax Powder,Antijamur & Kulit,16426.0,274,Miconazole Nitrate,Jamur kulit; panu; kurap; kutu air,Dosis sesuai anjuran dokter. Kalbe,Miconazole Nitrate,Jamur kulit; panu; kurap; kutu air,Iritasi lokal; rasa panas ringan,2028-03-15,Tablet,,True,[]
1811,Enervon C Plus,Vitamin & Suplemen,78031.0,91,Vitamin C; Vitamin B Complex; Niacinamide,Menjaga daya tahan tubuh,Dosis sesuai anjuran dokter. Darya-Varia,Vitamin C; Vitamin B Complex; Niacinamide,Menjaga daya tahan tubuh,Mual ringan; urin kuning terang,2027-06-30,Tablet,,True,[]
1812,Enervon C Forte,Vitamin & Suplemen,29023.0,265,Vitamin C; Vitamin B Complex; Niacinamide,Menjaga daya tahan tubuh,Dosis sesuai anjuran dokter. Darya-Varia,Vitamin C; Vitamin B Complex; Niacinamide,Menjaga daya tahan tubuh,Mual ringan; urin kuning terang,2028-03-15,Tablet,,True,[]
1813,Visine Original Eye Drops,Mata & Telinga,55646.0,175,Tetrahydrozoline HCl,Mata merah karena iritasi ringan,Dosis sesuai anjuran dokter. Johnson & Johnson,Tetrahydrozoline HCl,Mata merah karena iritasi ringan,Mata kering; perih sementara,2027-06-30,Tablet,,True,[]
1814,Mylanta Tablet Kunyah,Lambung & Maag,41204.0,129,Aluminium Hydroxide; Magnesium Hydroxide; Simethicone,Asam lambung; maag; kembung,Dosis sesuai anjuran dokter. Johnson & Johnson,Aluminium Hydroxide; Magnesium Hydroxide; Simethicone,Asam lambung; maag; kembung,Sembelit ringan; diare ringan,2026-12-31,Tablet,,True,[]
1815,Bedak Herocyn Bedak,Alergi & Gatal,30125.0,102,Menthol; Sulfur; Salicylic Acid,Gatal ringan; biang keringat,Dosis sesuai anjuran dokter. Coronet Crown,Menthol; Sulfur; Salicylic Acid,Gatal ringan; biang keringat,Iritasi kulit pada sebagian orang,2027-06-30,Tablet,,True,[]
1816,Kuldon Sirup,Herbal & Tradisional,28926.0,83,Ekstrak herbal; Glycyrrhizae radix; Menthae folium,Panas dalam; sariawan ringan,Dosis sesuai anjuran dokter. Deltomed,Ekstrak herbal; Glycyrrhizae radix; Menthae folium,Panas dalam; sariawan ringan,Alergi herbal jarang,2026-12-31,Tablet,,True,[]
1817,Vicee Tablet,Vitamin & Suplemen,106624.0,148,Vitamin C 500mg,Suplemen vitamin C,Dosis sesuai anjuran dokter. Kalbe,Vitamin C 500mg,Suplemen vitamin C,Nyeri lambung ringan,2028-03-15,Tablet,,True,[]
1818,Promag Tablet Kunyah,Lambung & Maag,39530.0,165,Hydrotalcite; Magnesium Hydroxide; Simethicone,Maag; perut kembung; nyeri ulu hati,Dosis sesuai anjuran dokter. Kalbe,Hydrotalcite; Magnesium Hydroxide; Simethicone,Maag; perut kembung; nyeri ulu hati,Sembelit ringan; diare ringan; mual,2027-11-20,Tablet,,True,[]
1819,Vicks Formula 44 Anak,Obat Batuk,24365.0,118,Dextromethorphan HBr,Batuk kering; batuk malam hari,Dosis sesuai anjuran dokter. P&G,Dextromethorphan HBr,Batuk kering; batuk malam hari,Mengantuk; pusing; mulut kering,2026-12-31,Tablet,,True,[]
1820,Proris Drops,Nyeri & Demam,26072.0,158,Ibuprofen 100mg/5ml,Demam dan nyeri pada anak,Dosis sesuai anjuran dokter. Pharos,Ibuprofen 100mg/5ml,Demam dan nyeri pada anak,Nyeri lambung; mual; pusing,2026-12-31,Tablet,,True,[]
1821,Breathy Nasal Spray 14,Perawatan Hidung & Pernapasan,51916.0,112,Sodium Chloride,Hidung kering; membersihkan hidung,Dosis sesuai anjuran dokter. Pharos,Sodium Chloride,Hidung kering; membersihkan hidung,Iritasi ringan,2028-03-15,Tablet,,True,[]
1822,Betadine Gargle 22,Mulut & Tenggorokan,37519.0,73,Povidone Iodine 1%,Kumur untuk kebersihan mulut dan tenggorokan,Dosis sesuai anjuran dokter. Mundipharma,Povidone Iodine 1%,Kumur untuk kebersihan mulut dan tenggorokan,Iritasi mulut; rasa tidak nyaman,2027-11-20,Tablet,,True,[]
1823,Imboost Kapsul,Vitamin & Suplemen,33413.0,172,Echinacea; Zinc; Vitamin C,Membantu menjaga daya tahan tubuh,Dosis sesuai anjuran dokter. Soho,Echinacea; Zinc; Vitamin C,Membantu menjaga daya tahan tubuh,Mual; alergi jarang,2027-06-30,Kapsul,,True,[]
1824,Counterpain Cream,Obat Oles Nyeri,10569.0,123,Methyl Salicylate; Menthol; Eugenol,Nyeri otot; pegal; keseleo ringan,Dosis sesuai anjuran dokter. Taisho,Methyl Salicylate; Menthol; Eugenol,Nyeri otot; pegal; keseleo ringan,Rasa panas; iritasi lokal,2027-11-20,Tablet,,True,[]
1825,GPU Minyak Gosok Patch,Obat Oles Nyeri,16914.0,88,Menthol; Methyl Salicylate; Camphor,Pegal; masuk angin; nyeri otot ringan,Dosis sesuai anjuran dokter. Cap Lang,Menthol; Methyl Salicylate; Camphor,Pegal; masuk angin; nyeri otot ringan,Iritasi lokal,2028-03-15,Tablet,,True,[]
1826,Paracetamol 500mg Sirup,Nyeri & Demam,18746.0,121,Paracetamol 500mg,Demam; nyeri ringan; sakit kepala,Dosis sesuai anjuran dokter. Generic,Paracetamol 500mg,Demam; nyeri ringan; sakit kepala,Mual; ruam alergi jarang; gangguan hati bila overdosis,2027-06-30,Tablet,,True,[]
1827,Norit Kapsul,Pencernaan & Diare,36974.0,151,Activated Charcoal,Keracunan makanan ringan; perut tidak nyaman,Dosis sesuai anjuran dokter. Erela,Activated Charcoal,Keracunan makanan ringan; perut tidak nyaman,Feses gelap; sembelit,2027-06-30,Kapsul,,True,[]
1828,Otopain Tetes Telinga,Mata & Telinga,74732.0,170,Phenazone; Lidocaine HCl,Nyeri telinga ringan sesuai petunjuk,Dosis sesuai anjuran dokter. Generic,Phenazone; Lidocaine HCl,Nyeri telinga ringan sesuai petunjuk,Iritasi lokal; tidak nyaman,2027-06-30,Tablet,,True,[]
1829,Norit Tablet,Pencernaan & Diare,27228.0,70,Activated Charcoal,Keracunan makanan ringan; perut tidak nyaman,Dosis sesuai anjuran dokter. Erela,Activated Charcoal,Keracunan makanan ringan; perut tidak nyaman,Feses gelap; sembelit,2028-03-15,Tablet,,True,[]
1830,Enervon C Kaplet,Vitamin & Suplemen,18415.0,178,Vitamin C; Vitamin B Complex; Niacinamide,Menjaga daya tahan tubuh,Dosis sesuai anjuran dokter. Darya-Varia,Vitamin C; Vitamin B Complex; Niacinamide,Menjaga daya tahan tubuh,Mual ringan; urin kuning terang,2026-12-31,Tablet,,True,[]
1831,Mixagrip Flu Plus,Flu & Pilek,29619.0,101,Paracetamol; Phenylephrine HCl; Chlorpheniramine,Flu; pilek; demam; hidung tersumbat,Dosis sesuai anjuran dokter. Tempo Scan,Paracetamol; Phenylephrine HCl; Chlorpheniramine,Flu; pilek; demam; hidung tersumbat,Mengantuk; mulut kering; berdebar,2027-06-30,Tablet,,True,[]
1832,Panadol Biru Kaplet,Nyeri & Demam,19517.0,216,Paracetamol 500mg,Demam; sakit kepala; nyeri ringan,Dosis sesuai anjuran dokter. Haleon,Paracetamol 500mg,Demam; sakit kepala; nyeri ringan,Mual; reaksi alergi jarang,2027-11-20,Tablet,,True,[]
1833,Dulcolax Sachet,Pencernaan & Diare,37001.0,239,Bisacodyl 5mg,Sembelit; susah buang air besar,Dosis sesuai anjuran dokter. Sanofi,Bisacodyl 5mg,Sembelit; susah buang air besar,Mulas; kram perut ringan,2027-06-30,Tablet,,True,[]
1834,Counterpain Roll On,Obat Oles Nyeri,43328.0,115,Methyl Salicylate; Menthol; Eugenol,Nyeri otot; pegal; keseleo ringan,Dosis sesuai anjuran dokter. Taisho,Methyl Salicylate; Menthol; Eugenol,Nyeri otot; pegal; keseleo ringan,Rasa panas; iritasi lokal,2027-11-20,Tablet,,True,[]
1835,Redoxon Kapsul,Vitamin & Suplemen,35050.0,60,Vitamin C; Zinc,Suplemen vitamin C dan zinc,Dosis sesuai anjuran dokter. Bayer,Vitamin C; Zinc,Suplemen vitamin C dan zinc,Nyeri lambung ringan,2028-03-15,Kapsul,,True,[]
1836,Vicee Plus,Vitamin & Suplemen,51021.0,286,Vitamin C 500mg,Suplemen vitamin C,Dosis sesuai anjuran dokter. Kalbe,Vitamin C 500mg,Suplemen vitamin C,Nyeri lambung ringan,2026-12-31,Tablet,,True,[]
1837,Counterpain Gel,Obat Oles Nyeri,10743.0,186,Methyl Salicylate; Menthol; Eugenol,Nyeri otot; pegal; keseleo ringan,Dosis sesuai anjuran dokter. Taisho,Methyl Salicylate; Menthol; Eugenol,Nyeri otot; pegal; keseleo ringan,Rasa panas; iritasi lokal,2027-06-30,Tablet,,True,[]
1838,Transpulmin Baby Inhaler,Perawatan Hidung & Pernapasan,56479.0,233,Eucalyptus Oil; Chamomile Oil,Membantu menghangatkan badan anak,Dosis sesuai anjuran dokter. Novartis,Eucalyptus Oil; Chamomile Oil,Membantu menghangatkan badan anak,Iritasi lokal jarang,2027-11-20,Tablet,,True,[]
1839,Sanmol Tablet,Nyeri & Demam,15534.0,152,Paracetamol 500mg,Demam; sakit kepala; nyeri ringan,Dosis sesuai anjuran dokter. Sanbe Farma,Paracetamol 500mg,Demam; sakit kepala; nyeri ringan,Mual; alergi jarang,2027-06-30,Tablet,,True,[]
1840,Antangin JRG Tablet,Herbal & Tradisional,13109.0,147,Ekstrak herbal; Jahe; Royal jelly; Ginseng,Masuk angin; badan tidak enak,Dosis sesuai anjuran dokter. Deltomed,Ekstrak herbal; Jahe; Royal jelly; Ginseng,Masuk angin; badan tidak enak,Alergi bahan herbal jarang,2028-03-15,Tablet,,True,[]
1841,Forumen Tetes Telinga,Mata & Telinga,29858.0,134,Docusate Sodium,Membantu melunakkan kotoran telinga,Dosis sesuai anjuran dokter. Sanbe Farma,Docusate Sodium,Membantu melunakkan kotoran telinga,Rasa penuh di telinga,2027-11-20,Tablet,,True,[]
1842,Canesten Cream 19,Antijamur & Kulit,41232.0,76,Clotrimazole 1%,Jamur kulit; kutu air,Dosis sesuai anjuran dokter. Bayer,Clotrimazole 1%,Jamur kulit; kutu air,Iritasi lokal ringan,2027-06-30,Tablet,,True,[]
1843,Imboost Plus,Vitamin & Suplemen,35032.0,64,Echinacea; Zinc; Vitamin C,Membantu menjaga daya tahan tubuh,Dosis sesuai anjuran dokter. Soho,Echinacea; Zinc; Vitamin C,Membantu menjaga daya tahan tubuh,Mual; alergi jarang,2026-12-31,Tablet,,True,[]
1844,Freshcare Balm,Obat Oles Nyeri,39939.0,128,Menthol; Camphor; Essential Oil,Pusing ringan; pegal; mabuk perjalanan,Dosis sesuai anjuran dokter. Ultra Sakti,Menthol; Camphor; Essential Oil,Pusing ringan; pegal; mabuk perjalanan,Iritasi kulit jarang,2028-03-15,Tablet,,True,[]
1845,Vicks Inhaler Inhaler,Perawatan Hidung & Pernapasan,39814.0,170,Menthol; Camphor; Pine Needle Oil,Hidung tersumbat ringan,Dosis sesuai anjuran dokter. P&G,Menthol; Camphor; Pine Needle Oil,Hidung tersumbat ringan,Iritasi hidung jarang,2027-06-30,Tablet,,True,[]
1846,Insto Regular Tetes Mata 36,Mata & Telinga,51827.0,227,Tetrahydrozoline HCl,Mata merah karena iritasi ringan,Dosis sesuai anjuran dokter. Sterling,Tetrahydrozoline HCl,Mata merah karena iritasi ringan,Perih sementara; mata kering,2026-12-31,Tablet,,True,[]
1847,Braito Original Eye Drops,Mata & Telinga,62228.0,285,Tetrahydrozoline HCl,Mata merah; iritasi ringan,Dosis sesuai anjuran dokter. Combiphar,Tetrahydrozoline HCl,Mata merah; iritasi ringan,Perih sementara,2028-03-15,Tablet,,True,[]
1848,Geliga 39,Obat Oles Nyeri,48618.0,91,Methyl Salicylate; Menthol; Eucalyptus Oil,Pegal; nyeri otot ringan,Dosis sesuai anjuran dokter. Eagle Indo Pharma,Methyl Salicylate; Menthol; Eucalyptus Oil,Pegal; nyeri otot ringan,Rasa panas; iritasi lokal,2026-12-31,Tablet,,True,[]
1849,Bodrex Drops,Nyeri & Demam,8799.0,113,Paracetamol; Caffeine,Sakit kepala; nyeri ringan,Dosis sesuai anjuran dokter. Tempo Scan,Paracetamol; Caffeine,Sakit kepala; nyeri ringan,Berdebar; sulit tidur; mual,2026-12-31,Tablet,,True,[]
1850,OBH Combi Batuk Flu Sirup,Obat Batuk,14038.0,82,Paracetamol; Ephedrine HCl; Chlorpheniramine; Succus liquiritiae,Batuk disertai flu; demam; pilek,Dosis sesuai anjuran dokter. Combiphar,Paracetamol; Ephedrine HCl; Chlorpheniramine; Succus liquiritiae,Batuk disertai flu; demam; pilek,Mengantuk; mulut kering; berdebar,2027-11-20,Tablet,,True,[]
1851,Waisan Suspensi 46,Lambung & Maag,49582.0,105,Antasida; Sodium Bicarbonate,Maag; perih lambung,Dosis sesuai anjuran dokter. Bintang Toedjoe,Antasida; Sodium Bicarbonate,Maag; perih lambung,Sendawa; perut terasa penuh,2026-12-31,Tablet,,True,[]
1852,Rivanol Salep,Obat Kulit & Luka,28027.0,94,Ethacridine Lactate,Membersihkan luka ringan,Dosis sesuai anjuran dokter. Generic,Ethacridine Lactate,Membersihkan luka ringan,Iritasi lokal jarang,2028-03-15,Tablet,,True,[]
1853,Imboost Forte,Vitamin & Suplemen,101149.0,90,Echinacea; Zinc; Vitamin C,Membantu menjaga daya tahan tubuh,Dosis sesuai anjuran dokter. Soho,Echinacea; Zinc; Vitamin C,Membantu menjaga daya tahan tubuh,Mual; alergi jarang,2027-06-30,Tablet,,True,[]
1854,Rohto Cool Cool,Mata & Telinga,28683.0,100,Naphazoline HCl; Menthol,Mata merah; mata lelah,Dosis sesuai anjuran dokter. Rohto,Naphazoline HCl; Menthol,Mata merah; mata lelah,Perih sementara; sensasi dingin,2027-06-30,Tablet,,True,[]
1855,Betadine Ointment Salep,Obat Kulit & Luka,69084.0,228,Povidone Iodine 10%,Antiseptik luka ringan; lecet,Dosis sesuai anjuran dokter. Mundipharma,Povidone Iodine 10%,Antiseptik luka ringan; lecet,Iritasi lokal; alergi jarang,2027-11-20,Tablet,,True,[]
1856,CDR Forte,Vitamin & Suplemen,29026.0,285,Calcium; Vitamin C; Vitamin D; Vitamin B6,Kesehatan tulang dan daya tahan tubuh,Dosis sesuai anjuran dokter. Bayer,Calcium; Vitamin C; Vitamin D; Vitamin B6,Kesehatan tulang dan daya tahan tubuh,Mual; kembung ringan,2027-11-20,Tablet,,True,[]
1857,Vicee Gummy,Vitamin & Suplemen,91463.0,171,Vitamin C 500mg,Suplemen vitamin C,Dosis sesuai anjuran dokter. Kalbe,Vitamin C 500mg,Suplemen vitamin C,Nyeri lambung ringan,2027-06-30,Tablet,,True,[]
1858,Aspirin 80mg Forte,Nyeri & Demam,12391.0,105,Acetylsalicylic Acid 80mg,Nyeri ringan; demam tertentu sesuai anjuran,Dosis sesuai anjuran dokter. Bayer,Acetylsalicylic Acid 80mg,Nyeri ringan; demam tertentu sesuai anjuran,Iritasi lambung; risiko perdarahan,2026-12-31,Tablet,,True,[]
1859,Bodrex Kaplet,Nyeri & Demam,9670.0,195,Paracetamol; Caffeine,Sakit kepala; nyeri ringan,Dosis sesuai anjuran dokter. Tempo Scan,Paracetamol; Caffeine,Sakit kepala; nyeri ringan,Berdebar; sulit tidur; mual,2027-11-20,Tablet,,True,[]
1860,Scabimite Salep,Antijamur & Kulit,54855.0,102,Permethrin 5%,Kudis/skabies sesuai aturan pakai,Dosis sesuai anjuran dokter. Galderma,Permethrin 5%,Kudis/skabies sesuai aturan pakai,Rasa panas; gatal sementara,2027-06-30,Tablet,,True,[]
1861,Bisolvon Sirup,Obat Batuk,30940.0,140,Bromhexine HCl,Batuk berdahak; dahak kental,Dosis sesuai anjuran dokter. Sanofi,Bromhexine HCl,Batuk berdahak; dahak kental,Mual; pusing; gangguan lambung,2026-12-31,Tablet,,True,[]
